"order_id";"shipping_days";"delivery_status";"late_delivery_risk";"customer_segment";"market";"order_city";"order_country";"order_date";"quantity";"Sales";"profit";"order_region";"shipping_date";"shipping_mode";"delivery_days";"delay_status"
659;3;"Advance shipping";0;"Consumer";"LATAM";"Santo Domingo";"República Dominicana";"2023-03-02 00:00:00";2;59.97999954;"-87.08999634";"Caribbean";"2023-03-05 00:00:00";"Standard Class";3;"On Time"
660;2;"Advance shipping";0;"Corporate";"LATAM";"San Juan";"Argentina";"2023-01-28 00:00:00";4;239.9600067;"108.8499985";"South America";"2023-01-30 00:00:00";"Standard Class";2;"Delayed"
661;5;"Late delivery";1;"Home Office";"LATAM";"San Miguelito";"Panamá";"2023-03-30 00:00:00";5;249.8999939;"102.4599991";"Central America";"2023-04-04 00:00:00";"Second Class";5;"Delayed"
662;5;"Late delivery";1;"Consumer";"Africa";"Annaba";"Argelia";"2024-12-23 00:00:00";1;59.99000168;"25.04999924";"North Africa";"2024-12-28 00:00:00";"Second Class";5;"Delayed"
663;2;"Advance shipping";0;"Consumer";"USCA";"Tucson";"Estados Unidos";"2024-06-21 00:00:00";2;100.0;"31.94000053";"West of USA ";"2024-06-23 00:00:00";"Standard Class";2;"On Time"
664;2;"Advance shipping";0;"Consumer";"LATAM";"Juárez";"México";"2025-02-21 00:00:00";1;49.97999954;"2.779999971";"Central America";"2025-02-23 00:00:00";"Standard Class";2;"Delayed"
665;5;"Late delivery";1;"Consumer";"Europe";"Bagnolet";"Francia";"2023-09-04 00:00:00";1;50.0;"3";"Western Europe";"2023-09-09 00:00:00";"Standard Class";5;"On Time"
666;2;"Late delivery";1;"Corporate";"Europe";"Rome";"Italia";"2023-07-24 00:00:00";1;50.0;"3.650000095";"Southern Europe";"2023-07-26 00:00:00";"First Class";2;"Delayed"
667;6;"Late delivery";1;"Corporate";"Europe";"Munster";"Alemania";"2025-08-24 00:00:00";1;199.9900055;"-21.92000008";"Western Europe";"2025-08-30 00:00:00";"Standard Class";6;"On Time"
668;3;"Advance shipping";0;"Consumer";"LATAM";"Poza Rica de Hidalgo";"México";"2025-02-24 00:00:00";1;50.0;"-10.14000034";"Central America";"2025-02-27 00:00:00";"Standard Class";3;"On Time"
669;6;"Late delivery";1;"Consumer";"LATAM";"João Pessoa";"Brasil";"2023-03-16 00:00:00";3;150.0;"9.340000153";"South America";"2023-03-22 00:00:00";"Standard Class";6;"Delayed"
670;2;"Advance shipping";0;"Home Office";"USCA";"Corpus Christi";"Estados Unidos";"2024-05-12 00:00:00";1;49.97999954;"12.27999973";"US Center ";"2024-05-14 00:00:00";"Standard Class";2;"On Time"
671;4;"Shipping on time";0;"Consumer";"LATAM";"Camaçari";"Brasil";"2025-03-03 00:00:00";4;99.95999908;"-65.5699997";"South America";"2025-03-07 00:00:00";"Standard Class";4;"On Time"
672;4;"Shipping canceled";0;"Consumer";"LATAM";"Santo Domingo";"República Dominicana";"2023-02-23 00:00:00";2;119.9800034;"-12.30000019";"Caribbean";"2023-02-27 00:00:00";"Second Class";4;"On Time"
673;3;"Late delivery";1;"Corporate";"LATAM";"Tegucigalpa";"Honduras";"2025-02-05 00:00:00";1;299.980011;"78.70999908";"Central America";"2025-02-08 00:00:00";"Second Class";3;"Delayed"
674;6;"Late delivery";1;"Corporate";"LATAM";"Maringá";"Brasil";"2023-01-27 00:00:00";4;239.9600067;"-327.5499878";"South America";"2023-02-02 00:00:00";"Standard Class";6;"Delayed"
675;4;"Shipping on time";0;"Consumer";"Africa";"Kuito";"Angola";"2025-01-15 00:00:00";1;50.0;"17.14999962";"Central Africa";"2025-01-19 00:00:00";"Standard Class";4;"On Time"
676;2;"Advance shipping";0;"Home Office";"Pacific Asia";"Medan";"Indonesia";"2024-03-08 00:00:00";1;399.980011;"-266.7900085";"Southeast Asia";"2024-03-10 00:00:00";"Standard Class";2;"Delayed"
677;5;"Late delivery";1;"Corporate";"LATAM";"Rancagua";"Chile";"2023-04-27 00:00:00";4;79.95999908;"-12.88000011";"South America";"2023-05-02 00:00:00";"Second Class";5;"Delayed"
678;5;"Late delivery";1;"Corporate";"LATAM";"Tlaquepaque";"México";"2023-04-16 00:00:00";1;50.0;"17.5";"Central America";"2023-04-21 00:00:00";"Second Class";5;"Delayed"
679;3;"Late delivery";1;"Home Office";"Pacific Asia";"Xingtai";"China";"2023-12-03 00:00:00";1;129.9900055;"-5.53000021";"Eastern Asia";"2023-12-06 00:00:00";"Second Class";3;"Delayed"
680;6;"Late delivery";1;"Consumer";"LATAM";"Hidalgo";"México";"2023-03-20 00:00:00";5;499.9500122;"223.1799927";"Central America";"2023-03-26 00:00:00";"Second Class";6;"Delayed"
681;0;"Shipping on time";0;"Consumer";"Europe";"Toulouse";"Francia";"2023-06-27 00:00:00";1;199.9900055;"24";"Western Europe";"2023-06-27 00:00:00";"Same Day";0;"Delayed"
682;2;"Late delivery";1;"Consumer";"Europe";"Schwerin";"Alemania";"2023-07-02 00:00:00";4;200.0;"49.13999939";"Western Europe";"2023-07-04 00:00:00";"First Class";2;"Delayed"
683;6;"Late delivery";1;"Consumer";"Africa";"Kampala";"Uganda";"2024-09-24 00:00:00";1;47.99000168;"19.5";"East Africa";"2024-09-30 00:00:00";"Second Class";6;"On Time"
684;2;"Late delivery";1;"Home Office";"LATAM";"Ibirité";"Brasil";"2025-05-20 00:00:00";4;199.9199982;"63.86000061";"South America";"2025-05-22 00:00:00";"First Class";2;"On Time"
685;6;"Late delivery";1;"Corporate";"Europe";"Marseille";"Francia";"2023-10-23 00:00:00";3;119.9700012;"34.84000015";"Western Europe";"2023-10-29 00:00:00";"Second Class";6;"Delayed"
686;2;"Late delivery";1;"Home Office";"Pacific Asia";"Riyadh";"Arabia Saudí";"2024-12-14 00:00:00";1;399.980011;"159.7899933";"West Asia";"2024-12-16 00:00:00";"First Class";2;"Delayed"
687;5;"Late delivery";1;"Consumer";"USCA";"Auburn";"Estados Unidos";"2024-04-08 00:00:00";1;129.9900055;"36.93999863";"East of USA";"2024-04-13 00:00:00";"Standard Class";5;"On Time"
688;5;"Late delivery";1;"Corporate";"Pacific Asia";"Perth";"Australia";"2024-01-08 00:00:00";2;199.9799957;"58.09000015";"Oceania";"2024-01-13 00:00:00";"Second Class";5;"Delayed"
689;4;"Late delivery";1;"Corporate";"USCA";"Los Angeles";"Estados Unidos";"2024-06-06 00:00:00";1;129.9900055;"54.99000168";"West of USA ";"2024-06-10 00:00:00";"Second Class";4;"Delayed"
690;6;"Late delivery";1;"Corporate";"USCA";"Seattle";"Estados Unidos";"2024-06-13 00:00:00";1;299.980011;"-149.3899994";"West of USA ";"2024-06-19 00:00:00";"Standard Class";6;"On Time"
691;6;"Late delivery";1;"Home Office";"Africa";"Accra";"Ghana";"2024-11-07 00:00:00";4;99.95999908;"14.53999996";"West Africa";"2024-11-13 00:00:00";"Standard Class";6;"On Time"
692;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Koshigaya";"Japón";"2023-10-29 00:00:00";2;99.95999908;"38.38000107";"Eastern Asia";"2023-10-31 00:00:00";"Standard Class";2;"Delayed"
693;6;"Late delivery";1;"Consumer";"Africa";"Cairo";"Egipto";"2024-12-30 00:00:00";5;299.9500122;"119.2900009";"North Africa";"2025-01-05 00:00:00";"Second Class";6;"On Time"
694;6;"Late delivery";1;"Consumer";"LATAM";"Toluca";"México";"2025-01-29 00:00:00";5;249.8999939;"17.62999916";"Central America";"2025-02-04 00:00:00";"Standard Class";6;"On Time"
695;4;"Shipping on time";0;"Corporate";"Europe";"Tournefeuille";"Francia";"2023-08-16 00:00:00";4;239.9600067;"73.72000122";"Western Europe";"2023-08-20 00:00:00";"Standard Class";4;"On Time"
696;2;"Late delivery";1;"Corporate";"LATAM";"Puerto Padre";"Cuba";"2023-01-18 00:00:00";5;299.9500122;"86.12000275";"Caribbean";"2023-01-20 00:00:00";"First Class";2;"Delayed"
697;4;"Shipping on time";0;"Consumer";"LATAM";"Mexico City";"México";"2025-03-05 00:00:00";1;39.99000168;"15.03999996";"Central America";"2025-03-09 00:00:00";"Standard Class";4;"Delayed"
698;5;"Late delivery";1;"Consumer";"LATAM";"Mococa";"Brasil";"2023-05-05 00:00:00";1;129.9900055;"7.440000057";"South America";"2023-05-10 00:00:00";"Second Class";5;"Delayed"
699;2;"Late delivery";1;"Home Office";"Africa";"Cairo";"Egipto";"2024-09-25 00:00:00";2;79.98000336;"-6.800000191";"North Africa";"2024-09-27 00:00:00";"First Class";2;"Delayed"
700;5;"Late delivery";1;"Home Office";"LATAM";"Betim";"Brasil";"2025-03-18 00:00:00";4;200.0;"-130.3899994";"South America";"2025-03-23 00:00:00";"Standard Class";5;"On Time"
701;2;"Advance shipping";0;"Consumer";"Pacific Asia";"Brisbane";"Australia";"2026-01-28 00:00:00";1;215.8200073;"61.02000046";"Oceania";"2026-01-30 00:00:00";"Standard Class";2;"Delayed"
702;2;"Late delivery";1;"Home Office";"Europe";"Maidenhead";"Reino Unido";"2025-08-18 00:00:00";5;249.8999939;"100.0599976";"Northern Europe";"2025-08-20 00:00:00";"First Class";2;"Delayed"
703;4;"Shipping on time";0;"Corporate";"LATAM";"Morelia";"México";"2023-04-16 00:00:00";5;250.0;"25.94000053";"Central America";"2023-04-20 00:00:00";"Standard Class";4;"On Time"
704;3;"Advance shipping";0;"Consumer";"Europe";"Madrid";"España";"2025-08-03 00:00:00";3;150.0;"-25.37999916";"Southern Europe";"2025-08-06 00:00:00";"Standard Class";3;"On Time"
705;5;"Late delivery";1;"Home Office";"LATAM";"Tegucigalpa";"Honduras";"2025-03-09 00:00:00";2;119.9800034;"30.5699997";"Central America";"2025-03-14 00:00:00";"Standard Class";5;"On Time"
706;6;"Late delivery";1;"Home Office";"Europe";"Oslo";"Noruega";"2023-08-31 00:00:00";1;299.980011;"108.7699966";"Northern Europe";"2023-09-06 00:00:00";"Second Class";6;"Delayed"
707;2;"Late delivery";1;"Consumer";"LATAM";"Villa Nueva";"Guatemala";"2025-02-25 00:00:00";1;399.980011;"62.72000122";"Central America";"2025-02-27 00:00:00";"First Class";2;"Delayed"
708;4;"Shipping on time";0;"Consumer";"Pacific Asia";"Port Moresby";"Papúa Nueva Guinea";"2024-02-29 00:00:00";5;224.9499969;"50.88000107";"Oceania";"2024-03-04 00:00:00";"Standard Class";4;"Delayed"
709;5;"Late delivery";1;"Home Office";"LATAM";"Joinville";"Brasil";"2023-03-08 00:00:00";4;200.0;"45.36000061";"South America";"2023-03-13 00:00:00";"Standard Class";5;"Delayed"
710;6;"Late delivery";1;"Consumer";"LATAM";"Mixco";"Guatemala";"2023-04-15 00:00:00";1;199.9900055;"20";"Central America";"2023-04-21 00:00:00";"Standard Class";6;"On Time"
711;4;"Shipping on time";0;"Consumer";"Europe";"Lida";"Bielorrusia";"2024-10-17 00:00:00";1;299.980011;"126.8899994";"Eastern Europe";"2024-10-21 00:00:00";"Standard Class";4;"On Time"
712;4;"Shipping on time";0;"Consumer";"Europe";"Genk";"Bélgica";"2023-08-18 00:00:00";1;59.99000168;"12.78999996";"Western Europe";"2023-08-22 00:00:00";"Standard Class";4;"On Time"
713;5;"Late delivery";1;"Corporate";"LATAM";"Hidalgo";"México";"2025-04-10 00:00:00";1;399.980011;"137.1900024";"Central America";"2025-04-15 00:00:00";"Standard Class";5;"On Time"
714;2;"Late delivery";1;"Corporate";"Pacific Asia";"Jiaozuo";"China";"2023-12-20 00:00:00";1;49.97999954;"15.19999981";"Eastern Asia";"2023-12-22 00:00:00";"First Class";2;"Delayed"
715;3;"Advance shipping";0;"Consumer";"Europe";"Nantes";"Francia";"2025-09-02 00:00:00";3;179.9700012;"81.12999725";"Western Europe";"2025-09-05 00:00:00";"Standard Class";3;"On Time"
716;3;"Advance shipping";0;"Corporate";"Pacific Asia";"Kaiyuan";"China";"2025-11-11 00:00:00";1;164.3800049;"55.88999939";"Eastern Asia";"2025-11-14 00:00:00";"Standard Class";3;"On Time"
717;4;"Shipping on time";0;"Corporate";"Europe";"Bélgorod";"Rusia";"2024-11-21 00:00:00";1;199.9900055;"28.5";"Eastern Europe";"2024-11-25 00:00:00";"Standard Class";4;"Delayed"
718;2;"Late delivery";1;"Consumer";"LATAM";"Santiago de Cuba";"Cuba";"2023-05-06 00:00:00";2;140.0;"34.65000153";"Caribbean";"2023-05-08 00:00:00";"First Class";2;"Delayed"
719;4;"Shipping on time";0;"Consumer";"Pacific Asia";"Mackay";"Australia";"2023-12-14 00:00:00";2;79.98000336;"35.27000046";"Oceania";"2023-12-18 00:00:00";"Standard Class";4;"On Time"
720;0;"Shipping on time";0;"Consumer";"Europe";"Oldenburg";"Alemania";"2023-07-01 00:00:00";2;199.9799957;"66.13999939";"Western Europe";"2023-07-01 00:00:00";"Same Day";0;"Delayed"
721;5;"Late delivery";1;"Consumer";"Pacific Asia";"Rangún";"Myanmar (Birmania)";"2023-11-01 00:00:00";1;59.99000168;"6.440000057";"Southeast Asia";"2023-11-06 00:00:00";"Second Class";5;"Delayed"
722;2;"Late delivery";1;"Home Office";"Pacific Asia";"Ajmer";"India";"2023-12-03 00:00:00";2;119.9800034;"30.40999985";"South Asia";"2023-12-05 00:00:00";"First Class";2;"Delayed"
723;3;"Late delivery";1;"Consumer";"Africa";"Kayes";"Mali";"2024-10-31 00:00:00";1;299.980011;"-164.9100037";"West Africa";"2024-11-03 00:00:00";"Second Class";3;"On Time"
724;3;"Advance shipping";0;"Home Office";"LATAM";"Choluteca";"Honduras";"2023-05-02 00:00:00";1;399.980011;"130.6699982";"Central America";"2023-05-05 00:00:00";"Standard Class";3;"On Time"
725;3;"Advance shipping";0;"Corporate";"USCA";"Milwaukee";"Estados Unidos";"2024-08-18 00:00:00";4;200.0;"10.43999958";"US Center ";"2024-08-21 00:00:00";"Standard Class";3;"Delayed"
726;3;"Advance shipping";0;"Consumer";"USCA";"Columbus";"Estados Unidos";"2024-07-11 00:00:00";1;99.98999786;"26.60000038";"South of  USA ";"2024-07-14 00:00:00";"Standard Class";3;"Delayed"
727;5;"Late delivery";1;"Consumer";"Europe";"Slough";"Reino Unido";"2025-08-22 00:00:00";5;250.0;"-47.25";"Northern Europe";"2025-08-27 00:00:00";"Second Class";5;"Delayed"
728;5;"Late delivery";1;"Consumer";"Europe";"Bielefeld";"Alemania";"2025-06-24 00:00:00";1;129.9900055;"31.67000008";"Western Europe";"2025-06-29 00:00:00";"Second Class";5;"Delayed"
729;4;"Late delivery";1;"Corporate";"LATAM";"Brasília";"Brasil";"2023-05-12 00:00:00";2;69.98000336;"28.54999924";"South America";"2023-05-16 00:00:00";"Second Class";4;"On Time"
730;4;"Shipping on time";0;"Consumer";"Europe";"Redditch";"Reino Unido";"2025-10-14 00:00:00";1;452.0400085;"4.269999981";"Northern Europe";"2025-10-18 00:00:00";"Standard Class";4;"On Time"
731;5;"Late delivery";1;"Consumer";"LATAM";"Santiago de Chile";"Chile";"2025-02-18 00:00:00";3;149.9400024;"-109.8499985";"South America";"2025-02-23 00:00:00";"Standard Class";5;"On Time"
732;3;"Advance shipping";0;"Consumer";"USCA";"Los Angeles";"Estados Unidos";"2024-06-27 00:00:00";1;129.9900055;"41.61000061";"West of USA ";"2024-06-30 00:00:00";"Standard Class";3;"Delayed"
733;2;"Advance shipping";0;"Consumer";"Europe";"Sheffield";"Reino Unido";"2023-09-04 00:00:00";1;299.980011;"103.9400024";"Northern Europe";"2023-09-06 00:00:00";"Standard Class";2;"Delayed"
734;2;"Late delivery";1;"Consumer";"LATAM";"Mérida";"México";"2023-04-15 00:00:00";1;129.9900055;"22.70000076";"Central America";"2023-04-17 00:00:00";"First Class";2;"Delayed"
735;2;"Late delivery";1;"Consumer";"Pacific Asia";"Estambul";"Turquía";"2024-10-17 00:00:00";1;39.99000168;"17.85000038";"West Asia";"2024-10-19 00:00:00";"First Class";2;"Delayed"
736;6;"Late delivery";1;"Consumer";"Europe";"Cartagena";"España";"2025-08-08 00:00:00";1;129.9900055;"41.74000168";"Southern Europe";"2025-08-14 00:00:00";"Second Class";6;"Delayed"
737;4;"Shipping canceled";0;"Consumer";"Pacific Asia";"Ranchi";"India";"2024-01-07 00:00:00";5;150.0;"55.13000107";"South Asia";"2024-01-11 00:00:00";"Second Class";4;"On Time"
738;5;"Late delivery";1;"Home Office";"Europe";"Stoke-on-Trent";"Reino Unido";"2025-09-06 00:00:00";1;49.97999954;"-28.75";"Northern Europe";"2025-09-11 00:00:00";"Standard Class";5;"Delayed"
739;2;"Late delivery";1;"Corporate";"Pacific Asia";"Manila";"Filipinas";"2024-02-17 00:00:00";1;399.980011;"-23.43000031";"Southeast Asia";"2024-02-19 00:00:00";"First Class";2;"On Time"
740;2;"Advance shipping";0;"Corporate";"Europe";"Moncalieri";"Italia";"2023-06-15 00:00:00";1;199.9900055;"14.17000008";"Southern Europe";"2023-06-17 00:00:00";"Standard Class";2;"On Time"
741;5;"Late delivery";1;"Home Office";"USCA";"Omaha";"Estados Unidos";"2024-06-19 00:00:00";3;119.9700012;"12.19999981";"US Center ";"2024-06-24 00:00:00";"Standard Class";5;"Delayed"
742;6;"Late delivery";1;"Home Office";"Pacific Asia";"Port Macquarie";"Australia";"2024-03-19 00:00:00";1;399.980011;"121.5899963";"Oceania";"2024-03-25 00:00:00";"Standard Class";6;"On Time"
743;6;"Late delivery";1;"Consumer";"LATAM";"Fort-de-France";"Martinica";"2025-05-23 00:00:00";1;39.99000168;"-13.43999958";"Caribbean";"2025-05-29 00:00:00";"Standard Class";6;"Delayed"
744;6;"Late delivery";1;"Consumer";"Pacific Asia";"Datong";"China";"2026-01-25 00:00:00";1;39.75;"16.63999939";"Eastern Asia";"2026-01-31 00:00:00";"Standard Class";6;"On Time"
745;4;"Shipping on time";0;"Home Office";"Pacific Asia";"Singapur";"Singapur";"2024-01-03 00:00:00";4;200.0;"68.8199997";"Southeast Asia";"2024-01-07 00:00:00";"Standard Class";4;"On Time"
746;6;"Late delivery";1;"Corporate";"Pacific Asia";"Basra";"Irak";"2024-12-04 00:00:00";1;59.99000168;"-2.230000019";"West Asia";"2024-12-10 00:00:00";"Second Class";6;"On Time"
747;2;"Late delivery";1;"Consumer";"LATAM";"Mexicali";"México";"2025-03-29 00:00:00";1;399.980011;"90";"Central America";"2025-03-31 00:00:00";"First Class";2;"On Time"
748;5;"Late delivery";1;"Home Office";"Africa";"Funtua";"Nigeria";"2024-10-21 00:00:00";1;59.99000168;"22.89999962";"West Africa";"2024-10-26 00:00:00";"Standard Class";5;"On Time"
749;5;"Late delivery";1;"Consumer";"Europe";"Martigues";"Francia";"2023-07-06 00:00:00";5;249.8999939;"14.98999977";"Western Europe";"2023-07-11 00:00:00";"Standard Class";5;"Delayed"
750;2;"Shipping canceled";0;"Home Office";"LATAM";"San Bernardo";"Chile";"2025-03-27 00:00:00";5;299.9500122;"115.1800003";"South America";"2025-03-29 00:00:00";"First Class";2;"On Time"
751;6;"Late delivery";1;"Consumer";"LATAM";"Ilopango";"El Salvador";"2023-02-20 00:00:00";4;200.0;"54.45999908";"Central America";"2023-02-26 00:00:00";"Standard Class";6;"On Time"
752;2;"Late delivery";1;"Consumer";"Pacific Asia";"Canberra";"Australia";"2025-11-17 00:00:00";1;532.5800171;"212.1799927";"Oceania";"2025-11-19 00:00:00";"First Class";2;"Delayed"
753;2;"Advance shipping";0;"Corporate";"USCA";"New York City";"Estados Unidos";"2024-07-16 00:00:00";1;59.99000168;"18";"East of USA";"2024-07-18 00:00:00";"Standard Class";2;"On Time"
754;4;"Shipping on time";0;"Consumer";"LATAM";"Tampico";"México";"2023-01-15 00:00:00";1;59.99000168;"-76.48999786";"Central America";"2023-01-19 00:00:00";"Standard Class";4;"On Time"
755;6;"Late delivery";1;"Consumer";"Europe";"Deventer";"Países Bajos";"2025-09-12 00:00:00";1;199.9900055;"7.25";"Western Europe";"2025-09-18 00:00:00";"Standard Class";6;"Delayed"
756;5;"Late delivery";1;"Corporate";"LATAM";"Cuajimalpa";"México";"2023-02-06 00:00:00";1;129.9900055;"60.52000046";"Central America";"2023-02-11 00:00:00";"Standard Class";5;"Delayed"
757;4;"Shipping on time";0;"Corporate";"LATAM";"Managua";"Nicaragua";"2025-01-28 00:00:00";3;119.9700012;"53.49000168";"Central America";"2025-02-01 00:00:00";"Standard Class";4;"On Time"
758;2;"Late delivery";1;"Corporate";"LATAM";"Valencia";"Venezuela";"2025-01-30 00:00:00";1;129.9900055;"38.66999817";"South America";"2025-02-01 00:00:00";"First Class";2;"Delayed"
759;2;"Late delivery";1;"Consumer";"LATAM";"Culiacán";"México";"2025-06-08 00:00:00";2;99.95999908;"26.38999939";"Central America";"2025-06-10 00:00:00";"First Class";2;"Delayed"
760;2;"Late delivery";1;"Home Office";"LATAM";"San Pedro Sula";"Honduras";"2025-06-07 00:00:00";4;199.9199982;"-33.24000168";"Central America";"2025-06-09 00:00:00";"First Class";2;"Delayed"
761;4;"Late delivery";1;"Corporate";"LATAM";"Cholula";"México";"2023-01-05 00:00:00";1;99.98999786;"22.5";"Central America";"2023-01-09 00:00:00";"Second Class";4;"Delayed"
762;6;"Late delivery";1;"Consumer";"USCA";"Nashville";"Estados Unidos";"2024-05-29 00:00:00";1;299.980011;"-54";"South of  USA ";"2024-06-04 00:00:00";"Standard Class";6;"On Time"
763;4;"Shipping on time";0;"Consumer";"Europe";"Hilden";"Alemania";"2025-10-16 00:00:00";1;452.0400085;"-329.0899963";"Western Europe";"2025-10-20 00:00:00";"Standard Class";4;"On Time"
764;4;"Late delivery";1;"Corporate";"LATAM";"Bom Jesus da Lapa";"Brasil";"2023-05-29 00:00:00";1;399.980011;"45.36000061";"South America";"2023-06-02 00:00:00";"Second Class";4;"Delayed"
765;2;"Shipping on time";0;"Consumer";"LATAM";"Tegucigalpa";"Honduras";"2023-02-26 00:00:00";1;399.980011;"0";"Central America";"2023-02-28 00:00:00";"Second Class";2;"On Time"
766;5;"Late delivery";1;"Consumer";"Pacific Asia";"Anshan";"China";"2023-12-14 00:00:00";2;119.9800034;"7.639999866";"Eastern Asia";"2023-12-19 00:00:00";"Standard Class";5;"On Time"
767;4;"Late delivery";1;"Consumer";"LATAM";"Presidente Dutra";"Brasil";"2023-05-27 00:00:00";1;129.9900055;"51.86999893";"South America";"2023-05-31 00:00:00";"Second Class";4;"On Time"
768;3;"Advance shipping";0;"Corporate";"Europe";"London";"Reino Unido";"2023-07-14 00:00:00";4;200.0;"18.75";"Northern Europe";"2023-07-17 00:00:00";"Standard Class";3;"On Time"
769;3;"Late delivery";1;"Consumer";"Europe";"Dortmund";"Alemania";"2025-07-13 00:00:00";1;109.9499969;"8.510000229";"Western Europe";"2025-07-16 00:00:00";"Second Class";3;"Delayed"
770;3;"Late delivery";1;"Corporate";"Pacific Asia";"Nellore";"India";"2023-12-26 00:00:00";4;239.9600067;"-33.59000015";"South Asia";"2023-12-29 00:00:00";"Second Class";3;"On Time"
771;2;"Advance shipping";0;"Consumer";"LATAM";"Holguín";"Cuba";"2023-01-25 00:00:00";2;99.95999908;"17";"Caribbean";"2023-01-27 00:00:00";"Standard Class";2;"On Time"
772;6;"Late delivery";1;"Corporate";"Pacific Asia";"Singapur";"Singapur";"2023-11-22 00:00:00";1;399.980011;"76";"Southeast Asia";"2023-11-28 00:00:00";"Standard Class";6;"Delayed"
773;4;"Shipping on time";0;"Consumer";"Europe";"Torcy";"Francia";"2025-10-26 00:00:00";1;1500.0;"139.5";"Western Europe";"2025-10-30 00:00:00";"Standard Class";4;"Delayed"
774;3;"Late delivery";1;"Consumer";"Europe";"Gelsenkirchen";"Alemania";"2023-08-31 00:00:00";1;129.9900055;"47.77000046";"Western Europe";"2023-09-03 00:00:00";"Second Class";3;"On Time"
775;3;"Advance shipping";0;"Consumer";"USCA";"Philadelphia";"Estados Unidos";"2024-07-24 00:00:00";1;199.9900055;"96";"East of USA";"2024-07-27 00:00:00";"Standard Class";3;"Delayed"
776;6;"Late delivery";1;"Consumer";"USCA";"Los Angeles";"Estados Unidos";"2024-04-29 00:00:00";1;129.9900055;"55.5699997";"West of USA ";"2024-05-05 00:00:00";"Standard Class";6;"Delayed"
777;4;"Late delivery";1;"Corporate";"Pacific Asia";"Allahabad";"India";"2024-01-17 00:00:00";3;119.9700012;"34.54999924";"South Asia";"2024-01-21 00:00:00";"Second Class";4;"Delayed"
778;2;"Late delivery";1;"Consumer";"Europe";"Viena";"Austria";"2025-07-14 00:00:00";3;150.0;"35.27999878";"Western Europe";"2025-07-16 00:00:00";"First Class";2;"Delayed"
779;3;"Advance shipping";0;"Consumer";"Pacific Asia";"Yantai";"China";"2024-02-26 00:00:00";1;129.9900055;"20.37999916";"Eastern Asia";"2024-02-29 00:00:00";"Standard Class";3;"On Time"
780;6;"Late delivery";1;"Consumer";"LATAM";"Santa Clara";"Cuba";"2023-01-24 00:00:00";4;99.95999908;"9.829999924";"Caribbean";"2023-01-30 00:00:00";"Standard Class";6;"Delayed"
781;5;"Late delivery";1;"Home Office";"Pacific Asia";"Burnie";"Australia";"2023-12-13 00:00:00";4;260.0;"118.5299988";"Oceania";"2023-12-18 00:00:00";"Standard Class";5;"Delayed"
782;4;"Shipping on time";0;"Corporate";"Africa";"Maputo";"Mozambique";"2024-09-13 00:00:00";1;199.9900055;"48.36000061";"East Africa";"2024-09-17 00:00:00";"Standard Class";4;"Delayed"
783;5;"Late delivery";1;"Corporate";"Africa";"Bamenda";"Camerún";"2024-09-17 00:00:00";1;50.0;"-10.80000019";"Central Africa";"2024-09-22 00:00:00";"Standard Class";5;"On Time"
784;3;"Shipping canceled";0;"Corporate";"Pacific Asia";"Tianjin";"China";"2024-01-12 00:00:00";1;199.9900055;"48.72000122";"Eastern Asia";"2024-01-15 00:00:00";"Standard Class";3;"Delayed"
785;6;"Late delivery";1;"Corporate";"Pacific Asia";"Marikina";"Filipinas";"2024-02-18 00:00:00";5;250.0;"51.88000107";"Southeast Asia";"2024-02-24 00:00:00";"Standard Class";6;"On Time"
786;2;"Late delivery";1;"Corporate";"LATAM";"Managua";"Nicaragua";"2023-05-24 00:00:00";4;199.9199982;"-45.90999985";"Central America";"2023-05-26 00:00:00";"First Class";2;"On Time"
787;4;"Late delivery";1;"Consumer";"Pacific Asia";"Zhaoyuan";"China";"2024-02-11 00:00:00";1;399.980011;"37.50999832";"Eastern Asia";"2024-02-15 00:00:00";"Second Class";4;"On Time"
788;6;"Late delivery";1;"Consumer";"Europe";"Stakhanov";"Ucrania";"2024-10-22 00:00:00";5;249.8999939;"50.59999847";"Eastern Europe";"2024-10-28 00:00:00";"Standard Class";6;"On Time"
789;3;"Advance shipping";0;"Consumer";"Europe";"Paris";"Francia";"2025-09-08 00:00:00";5;299.9500122;"76.98999786";"Western Europe";"2025-09-11 00:00:00";"Standard Class";3;"On Time"
790;2;"Shipping canceled";0;"Consumer";"Pacific Asia";"Medan";"Indonesia";"2023-12-13 00:00:00";3;179.9700012;"-63.34999847";"Southeast Asia";"2023-12-15 00:00:00";"Standard Class";2;"On Time"
791;6;"Late delivery";1;"Consumer";"LATAM";"Zapopan";"México";"2023-01-13 00:00:00";5;250.0;"15.75";"Central America";"2023-01-19 00:00:00";"Second Class";6;"Delayed"
792;2;"Late delivery";1;"Corporate";"LATAM";"Monterrey";"México";"2025-04-02 00:00:00";1;299.980011;"107.8000031";"Central America";"2025-04-04 00:00:00";"First Class";2;"Delayed"
793;0;"Shipping on time";0;"Corporate";"USCA";"Springfield";"Estados Unidos";"2024-05-10 00:00:00";1;399.980011;"-139.4499969";"East of USA";"2024-05-10 00:00:00";"Same Day";0;"Delayed"
794;6;"Late delivery";1;"Corporate";"Pacific Asia";"Canberra";"Australia";"2024-01-30 00:00:00";3;150.0;"48.83000183";"Oceania";"2024-02-05 00:00:00";"Standard Class";6;"On Time"
